C:\Users\ma1008\Documents\Audio Precision\ATS 1.60\Quick Launch\A-A FFT.ats2, 12/19/14 16:18:49
FFT.Frequency,     FFT.ChA Amplitude, ,FFT.ChB Amplitude, ,,,,
Source 1,          Data 1,            ,Data 3,            ,,,,
Hz,                dBV,               ,dBV,               ,,,,
186.869369155,     -103.751451337,    ,-97.9691519562,    ,,,,
190.594323326,     -103.136970468,    ,-97.4987427948,    ,,,,
194.393528743,     -101.624998887,    ,-96.8293485283,    ,,,,
198.268465491,     -100.630843844,    ,-96.80322983,      ,,,,
202.220643158,     -100.586250009,    ,-97.5946803765,    ,,,,
206.251601424,     -100.726077076,    ,-99.365359524,     ,,,,
210.362910658,     -100.869584433,    ,-100.359605609,    ,,,,
214.556172534,     -101.713207335,    ,-99.6995130579,    ,,,,
218.833020652,     -102.987870305,    ,-98.6006852487,    ,,,,
223.195121175,     -103.453978995,    ,-97.7508082356,    ,,,,
227.64417348,      -102.875348475,    ,-97.4870713246,    ,,,,
232.181910817,     -101.827869807,    ,-98.0124119984,    ,,,,
236.810100985,     -101.274092238,    ,-98.9915225081,    ,,,,
241.530547023,     -101.605548688,    ,-98.8746270582,    ,,,,
246.345087911,     -98.1236364779,    ,-97.5138703685,    ,,,,
251.255599285,     -97.1477372504,    ,-99.09586093,      ,,,,
256.263994169,     -98.3139645465,    ,-100.699966794,    ,,,,
261.372223722,     -100.419259869,    ,-99.2494500574,    ,,,,
266.582277993,     -101.309244245,    ,-98.321136417,     ,,,,
271.896186702,     -100.936685733,    ,-98.7459892482,    ,,,,
277.316020029,     -100.79948063,     ,-98.1297293127,    ,,,,
282.843889418,     -99.9016653833,    ,-97.3895095705,    ,,,,
288.481948402,     -100.051991077,    ,-98.3521568089,    ,,,,
294.232393441,     -100.273840052,    ,-97.0574840523,    ,,,,
300.09746478,      -100.892147832,    ,-96.0000204453,    ,,,,
306.079447318,     -102.459946882,    ,-95.9525263216,    ,,,,
312.180671499,     -106.646764789,    ,-96.9728460141,    ,,,,
318.403514224,     -105.062750068,    ,-98.0120475695,    ,,,,
324.750399771,     -103.956544494,    ,-100.205902545,    ,,,,
331.223800744,     -104.038480181,    ,-99.8720453743,    ,,,,
337.826239034,     -104.084366765,    ,-99.2777557359,    ,,,,
344.560286801,     -101.995940009,    ,-99.056420035,     ,,,,
351.428567478,     -100.173008281,    ,-97.9692426132,    ,,,,
358.433756794,     -101.135020303,    ,-98.1996403509,    ,,,,
365.57858381,      -105.142406016,    ,-99.8417387197,    ,,,,
372.865831993,     -104.663308856,    ,-101.005595296,    ,,,,
380.298340285,     -104.238785826,    ,-99.3595058889,    ,,,,
387.879004229,     -103.614412022,    ,-98.3242523635,    ,,,,
395.610777076,     -103.564200424,    ,-98.3300150879,    ,,,,
403.496670954,     -103.412484323,    ,-99.2582791045,    ,,,,
411.539758028,     -103.369076573,    ,-99.5074763086,    ,,,,
419.743171701,     -102.241953126,    ,-100.463727286,    ,,,,
428.11010784,      -102.583204096,    ,-99.2103529276,    ,,,,
436.643826014,     -102.765604158,    ,-99.3581228786,    ,,,,
445.347650767,     -96.383880265,     ,-99.4387037184,    ,,,,
454.224972914,     -92.9095437056,    ,-99.4084784769,    ,,,,
463.279250856,     -104.152268752,    ,-99.6666043919,    ,,,,
472.514011939,     -104.338998997,    ,-100.129768428,    ,,,,
481.932853815,     -102.766549081,    ,-99.7366571774,    ,,,,
491.539445853,     -101.758175628,    ,-99.8275793219,    ,,,,
501.337530565,     -103.59273349,     ,-99.6247106872,    ,,,,
511.330925061,     -101.410642838,    ,-99.4345173595,    ,,,,
521.523522547,     -101.93304169,     ,-100.377411058,    ,,,,
531.919293824,     -103.319084492,    ,-100.105851856,    ,,,,
542.522288851,     -100.948047598,    ,-99.1790347094,    ,,,,
553.336638318,     -95.9930855453,    ,-99.9993784015,    ,,,,
564.366555249,     -97.6304414788,    ,-103.192040121,    ,,,,
575.616336652,     -101.412731448,    ,-99.3798509278,    ,,,,
587.090365187,     -101.146252678,    ,-100.841525454,    ,,,,
598.793110877,     -103.018215822,    ,-99.766375768,     ,,,,
610.729132848,     -102.914028859,    ,-99.3419686156,    ,,,,
622.903081103,     -102.02886275,     ,-102.698854155,    ,,,,
635.319698339,     -102.672094593,    ,-101.256999633,    ,,,,
647.983821791,     -97.0473686231,    ,-97.8832729248,    ,,,,
660.900385113,     -97.1107020667,    ,-97.4205183497,    ,,,,
674.074420307,     -102.264816018,    ,-99.935592245,     ,,,,
687.511059681,     -103.257204626,    ,-99.8034716135,    ,,,,
701.215537845,     -101.988376757,    ,-99.9656582904,    ,,,,
715.193193756,     -101.790489243,    ,-100.267931846,    ,,,,
729.449472792,     -102.564872928,    ,-101.275286002,    ,,,,
743.989928879,     -97.2428562825,    ,-99.1120805046,    ,,,,
758.820226649,     -92.6130029366,    ,-96.7043127518,    ,,,,
773.946143651,     -102.727577698,    ,-98.8959841625,    ,,,,
789.373572603,     -101.685280757,    ,-100.580370405,    ,,,,
805.108523681,     -102.179462316,    ,-101.205264761,    ,,,,
821.157126867,     -102.411054015,    ,-101.492405095,    ,,,,
